qsetId,qId,qType,objName,objIndex,totalSteps,exposureStep,temporalExposure,spatialExposureRatio,objArea,totalArea,requestedAssist,answeredCorrect,navigated,classY 
1692,2847,location,towel,31,31,8,1,0.0009090859592791716,9350,10285056,False,True,False,3
988,3095,location,console,14,29,1,5,0.005029878904587059,48395,9621504,False,True,False,3
988,3129,color_room,table,7,29,7,12,0.01198825048557897,115345,9621504,False,True,False,3
988,3128,color_room,sink,23,29,19,5,6.111310664112388e-05,588,9621504,False,True,False,3
1494,4235,color_room,cabinet,21,43,39,4,0.0026200081197961527,37378,14266368,False,True,False,3
1494,4230,exist_positive,coffeepot,29,43,7,2,0.046511627906976744,663552,14266368,False,True,False,3
1494,4228,exist_positive,stool,12,43,43,1,0.023255813953488372,331776,14266368,False,True,False,3
385,5101,location,sofa,33,37,35,2,0.0013311651495245245,16341,12275712,False,False,True,1
385,5179,color_room,dryer,5,37,2,5,0.005600652736069403,68752,12275712,False,True,True,4
854,4578,exist_positive,seating,1,29,23,2,0.06896551724137931,663552,9621504,False,True,False,3
3378,4969,color,washer,10,41,4,5,0.008623729086683228,117307,13602816,False,True,False,3
3378,4933,location,washer,10,41,4,5,0.008623729086683228,117307,13602816,False,True,False,3
3378,4965,exist_positive,dryer,22,41,7,2,0.04878048780487805,663552,13602816,True,True,True,5
3528,4026,color_room,fireplace,26,45,17,13,0.006529907728909465,97491,14929920,False,False,True,1
3528,3954,location,washer,10,45,40,5,0.00044883026834705074,6701,14929920,False,True,True,4
1814,764,location,blinds,16,37,32,5,0.006770849625667334,83117,12275712,False,False,True,1
1814,817,exist_negative,plant,18,37,7,2,0.05405405405405406,663552,12275712,False,False,True,1
1814,830,color_room,curtain,15,37,6,16,0.014332366220387053,175940,12275712,False,True,True,4
3208,2738,color_room,plant,18,27,8,5,0.00035521512059899404,3182,8957952,True,True,True,5
1342,4933,location,washer,10,41,4,5,0.008623729086683228,117307,13602816,False,True,False,3
1342,4965,exist_positive,dryer,22,41,7,2,0.04878048780487805,663552,13602816,False,True,False,3
1342,4969,color,washer,10,41,4,5,0.008623729086683228,117307,13602816,False,True,False,3
1624,5101,location,sofa,33,31,29,2,0.0015954215514237355,16409,10285056,False,True,True,4
2634,1391,location,console,14,39,32,7,0.0007542932890155112,9760,12939264,False,True,False,3
2634,1432,exist_positive,seating,1,39,39,1,0.02564102564102564,331776,12939264,False,True,False,3
1641,307,color_room,shelves,32,43,33,5,0.00026846356409704277,3830,14266368,True,False,True,2
1641,229,location,shower,36,43,40,3,0.0014262214461312087,20347,14266368,False,True,False,3
2438,731,exist_negative,sofa,33,29,29,1,0.034482758620689655,331776,9621504,True,False,True,2
2438,688,location,fireplace,26,29,10,2,0.0066603932191890165,64083,9621504,True,True,True,5
2438,755,color_room,sink,23,29,7,8,0.0006537439468922946,6290,9621504,False,True,False,3
2301,3088,color_room,sofa,33,37,1,14,0.03260446318714548,400243,12275712,False,False,True,1
2301,3077,color,fireplace,26,37,10,10,0.009077355350141808,111431,12275712,False,True,True,4
1134,154,color_room,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,False,True,False,3
1134,76,location,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,False,False,False,0
1134,141,color_room,shelves,32,43,20,4,0.011153224142262417,159116,14266368,False,False,False,0
1668,4848,color_room,cabinet,21,43,1,10,0.009131055640790985,130267,14266368,False,True,False,3
1668,4831,color,wardrobe,25,43,32,7,0.0027834694857163363,39710,14266368,True,True,True,5
1668,4799,location,shelves,32,43,13,11,0.0021842980638099338,31162,14266368,True,True,True,5
627,3071,exist_positive,curtain,15,43,43,1,0.023255813953488372,331776,14266368,False,True,False,3
627,3094,color_room,picture,17,43,23,1,0.0011215889005526845,16001,14266368,True,True,True,5
713,1095,location,fireplace,26,37,4,3,0.006234913298715382,76538,12275712,False,True,True,4
713,1092,location,sofa,33,37,30,5,0.0031822186770103437,39064,12275712,False,False,True,1
713,1148,exist_positive,countertop,34,37,25,2,0.05405405405405406,663552,12275712,False,False,True,1
761,4095,color,oven,6,41,27,6,0.002017891001392653,27449,13602816,False,True,False,3
761,4050,location,shower,36,41,6,1,3.03613604712436e-05,413,13602816,False,False,False,0
761,4094,exist_positive,chair,8,41,41,1,0.024390243902439025,331776,13602816,False,True,False,3
627,3071,exist_positive,curtain,15,43,43,1,0.023255813953488372,331776,14266368,False,True,True,4
627,3094,color_room,picture,17,43,23,1,0.0011215889005526845,16001,14266368,False,False,True,1
466,2942,exist_positive,console,14,37,9,2,0.05405405405405406,663552,12275712,False,True,False,3
466,2940,exist_positive,toaster,11,37,37,1,0.02702702702702703,331776,12275712,False,True,False,3
466,2896,location,console,14,37,4,3,0.003296020630005005,40461,12275712,True,True,True,5
437,3837,location,fireplace,26,25,17,8,0.011772521219135803,97646,8294400,False,False,True,1
437,3871,exist_positive,cushion,24,25,17,2,0.08,663552,8294400,False,True,True,4
2046,2470,exist_positive,sofa,33,37,37,1,0.02702702702702703,331776,12275712,False,True,False,3
2046,2471,exist_positive,picture,17,37,37,1,0.02702702702702703,331776,12275712,False,True,False,3
596,3247,exist_positive,cushion,24,39,9,2,0.05128205128205128,663552,12939264,False,True,False,3
596,3248,color,wardrobe,25,39,26,3,0.002428654365503324,31425,12939264,False,True,False,3
596,3266,color_room,table,7,39,4,5,0.0009860684502611585,12759,12939264,True,True,True,5
3475,4358,exist_positive,towel,31,31,31,1,0.03225806451612903,331776,10285056,True,True,True,5
3475,4375,color_room,sink,23,31,7,1,9.188088037634409e-05,945,10285056,True,True,True,5
2510,2896,location,console,14,43,4,3,0.0028361107746554693,40461,14266368,False,False,False,0
2510,2940,exist_positive,toaster,11,43,37,2,0.046511627906976744,663552,14266368,False,True,False,3
2510,2952,color_room,table,7,43,33,7,0.0035430180968274477,50546,14266368,True,True,True,5
3018,1433,exist_positive,sofa,33,43,21,2,0.046511627906976744,663552,14266368,True,True,True,5
793,3003,exist_positive,table,7,33,7,2,0.06060606060606061,663552,10948608,False,False,True,1
793,3005,color,shelves,32,33,11,4,0.0005026209724560419,5503,10948608,False,False,True,1
3244,76,location,wardrobe,25,41,6,2,0.0015874654189250226,21594,13602816,True,True,True,5
3244,145,color_room,stove,4,41,40,1,6.682439871273712e-05,909,13602816,False,True,False,3
271,2341,location,countertop,34,35,31,4,0.0012884769069664904,14962,11612160,False,True,False,3
271,2340,location,sofa,33,35,14,15,0.013051490850970017,151556,11612160,False,True,False,3
271,2390,color_room,fireplace,26,35,16,6,0.0006984058090828924,8110,11612160,True,True,True,5
1709,76,location,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,False,False,False,0
1709,130,exist_negative,curtain,15,43,21,2,0.046511627906976744,663552,14266368,False,True,False,3
1709,126,exist_negative,chair,8,43,21,2,0.046511627906976744,663552,14266368,False,True,False,3
3611,1081,color,dishwasher,30,27,2,6,0.00041181287865797896,3689,8957952,False,True,False,3
3611,1050,location,towel,31,27,2,6,0.00036358757001600365,3257,8957952,True,True,True,5
2781,971,location,blinds,16,31,2,2,0.0013120006347072878,13494,10285056,False,True,True,4
2781,1034,color_room,stool,12,31,11,3,0.00030306106257467144,3117,10285056,False,True,True,4
3108,141,color_room,shelves,32,33,2,6,0.015020082918303404,164449,10948608,True,True,True,5
3108,126,exist_negative,chair,8,33,7,2,0.06060606060606061,663552,10948608,False,True,False,3
57,4487,exist_positive,shelves,32,29,29,1,0.034482758620689655,331776,9621504,False,True,False,3
57,4488,exist_positive,stool,12,29,29,1,0.034482758620689655,331776,9621504,True,True,True,5
3497,229,location,shower,36,43,4,3,0.0010168670820772322,14507,14266368,False,True,False,3
3497,305,color_room,clothes,39,43,3,5,0.0006508313818906115,9285,14266368,False,False,False,0
1625,1148,exist_positive,countertop,34,33,33,1,0.030303030303030304,331776,10948608,False,False,True,1
1625,1167,color_room,table,7,33,31,2,0.0008325259247568275,9115,10948608,False,False,True,1
1625,1159,color_room,bed,35,33,4,5,0.024109366231762065,263964,10948608,False,True,True,4
1625,1095,location,fireplace,26,33,3,7,0.005708031559811074,62495,10948608,False,False,True,1
351,4050,location,shower,36,45,6,1,2.7662572873799726e-05,413,14929920,False,True,False,3
351,4091,exist_positive,shelves,32,45,33,2,0.044444444444444446,663552,14929920,True,True,True,5
351,4089,exist_positive,fridge,20,45,45,1,0.022222222222222223,331776,14929920,False,True,False,3
2464,3708,exist_positive,door,19,45,45,1,0.022222222222222223,331776,14929920,False,True,False,3
3629,3837,location,fireplace,26,39,13,9,0.007544401288975941,97619,12939264,False,False,False,0
3629,3870,exist_positive,fridge,20,39,5,2,0.05128205128205128,663552,12939264,False,True,False,3
3629,3888,color_room,sink,23,39,4,2,0.00011221658357075023,1452,12939264,False,True,False,3
3013,600,exist_positive,cabinet,21,29,5,2,0.06896551724137931,663552,9621504,False,True,True,4
3013,601,exist_positive,picture,17,29,5,2,0.06896551724137931,663552,9621504,False,True,True,4
3249,1013,exist_positive,shelves,32,35,13,2,0.05714285714285714,663552,11612160,False,True,True,4
3249,1022,color,clothes,39,35,2,2,0.0022621975584215166,26269,11612160,False,True,True,4
484,1051,location,fireplace,26,31,13,7,0.00042566613152130627,4378,10285056,False,True,True,4
484,1050,location,towel,31,31,17,7,8.906125547590601e-05,916,10285056,False,True,True,4
3672,4362,color,stove,4,31,4,4,0.00012970274542015134,1334,10285056,False,True,False,3
3672,4358,exist_positive,towel,31,31,31,1,0.03225806451612903,331776,10285056,True,True,True,5
1473,1433,exist_positive,sofa,33,43,21,2,0.046511627906976744,663552,14266368,True,False,True,2
1473,1452,color_room,door,19,43,2,11,0.007941264377871089,113293,14266368,False,True,False,3
1187,766,location,sofa,33,37,9,17,0.014667173684100768,180050,12275712,False,False,False,0
1187,821,color,console,14,37,1,4,0.0026274647042876208,32254,12275712,False,True,False,3
1969,5263,exist_positive,cushion,24,33,13,2,0.06060606060606061,663552,10948608,False,True,False,3
2806,3717,color_room,stove,4,43,2,4,0.0065386649215834055,93283,14266368,False,True,True,4
2806,3708,exist_positive,door,19,43,43,1,0.023255813953488372,331776,14266368,False,True,True,4
3469,2733,color_room,stove,4,25,15,10,7.040895061728395e-05,584,8294400,False,False,False,0
3469,2735,color_room,sink,23,25,18,7,2.640335648148148e-05,219,8294400,False,True,False,3
3469,2721,exist_positive,curtain,15,25,19,2,0.08,663552,8294400,True,True,True,5
1550,4532,location,countertop,34,43,34,9,0.0008008345221432673,11425,14266368,False,False,True,1
1550,4583,color_room,table,7,43,2,10,0.02714390936782228,387245,14266368,False,True,True,4
3252,2084,color_room,door,19,35,8,13,0.011781012318121693,136803,11612160,False,True,False,3
3351,465,location,console,14,41,2,6,0.0013512643264453478,18381,13602816,False,False,True,1
3351,526,color,console,14,41,2,6,0.0013512643264453478,18381,13602816,False,True,True,4
628,370,exist_positive,towel,31,33,25,2,0.06060606060606061,663552,10948608,False,True,False,3
628,383,color_room,cabinet,21,33,4,3,0.0012676497322764684,13879,10948608,False,True,False,3
628,328,location,countertop,34,33,2,8,0.00692809533412832,75853,10948608,False,True,False,3
3515,4801,location,seating,1,33,27,6,0.0023621267653385707,25862,10948608,True,True,True,5
3515,4832,color,stove,4,33,1,6,0.0058934432578095775,64525,10948608,False,True,False,3
2841,4325,location,countertop,34,31,21,10,0.00394523860638192,40577,10285056,False,True,True,4
3685,4607,location,console,14,27,1,3,0.0041457020533264746,37137,8957952,False,True,False,3
3685,4667,color_room,bed,35,27,4,4,0.008352020640432098,74817,8957952,False,False,False,0
3685,4660,color,sink,23,27,26,1,7.200306498628259e-05,645,8957952,True,True,True,5
3685,4654,exist_positive,picture,17,27,5,2,0.07407407407407407,663552,8957952,False,True,False,3
2920,76,location,wardrobe,25,41,6,2,0.0015874654189250226,21594,13602816,False,True,False,3
2920,127,exist_negative,table,7,41,21,2,0.04878048780487805,663552,13602816,True,True,True,5
2363,4486,exist_positive,fireplace,26,29,5,2,0.06896551724137931,663552,9621504,False,True,False,3
503,2140,color_room,fireplace,26,39,32,7,0.005867567119737259,75922,12939264,True,True,True,5
503,2138,color_room,dresser,3,39,2,2,0.0006450907872348845,8347,12939264,False,True,False,3
1748,3713,color_room,plant,18,37,30,5,0.0017304902558808808,21243,12275712,False,True,True,4
1104,3003,exist_positive,table,7,39,29,2,0.05128205128205128,663552,12939264,True,False,True,2
1104,3012,color_room,table,7,39,15,1,1.592053458372903e-05,206,12939264,False,False,False,0
1104,3024,color_room,plant,18,39,4,8,0.001519406358816081,19660,12939264,False,False,False,0
3277,3384,exist_positive,plant,18,39,39,1,0.02564102564102564,331776,12939264,True,True,True,5
3277,3399,color_room,sofa,33,39,1,5,0.0014961438301282052,19359,12939264,False,True,False,3
2616,4656,exist_positive,countertop,34,43,7,2,0.046511627906976744,663552,14266368,True,True,True,5
2616,4607,location,console,14,43,39,4,0.0012049317667958655,17190,14266368,True,True,True,5
2616,4661,color_room,plant,18,43,29,4,0.0017425598442434682,24860,14266368,True,True,True,5
2708,5101,location,sofa,33,35,33,2,0.0014053371638007054,16319,11612160,False,False,False,0
2708,5165,exist_positive,shelves,32,35,15,2,0.05714285714285714,663552,11612160,False,False,False,0
2708,5186,color_room,microwave,13,35,20,2,0.0005550216324955908,6445,11612160,True,True,True,5
3670,3585,color_room,picture,17,33,30,1,0.00053815060325477,5892,10948608,False,False,True,1
3670,3510,location,sofa,33,33,20,5,0.006854844013047138,75051,10948608,False,False,True,1
1905,4376,color_room,shelves,32,33,32,1,0.00018513769056303778,2027,10948608,False,True,False,3
1905,4377,color_room,towel,31,33,32,1,5.589751683501684e-05,612,10948608,True,True,True,5
1905,4358,exist_positive,towel,31,33,7,2,0.06060606060606061,663552,10948608,True,False,True,2
3356,387,color_room,countertop,34,27,2,11,0.008176087570016003,73241,8957952,True,True,True,5
3356,328,location,countertop,34,27,2,11,0.008176087570016003,73241,8957952,False,True,False,3
3159,1027,color_room,console,14,25,2,2,0.002582706404320988,21422,8294400,False,True,False,3
3159,1013,exist_positive,shelves,32,25,13,2,0.08,663552,8294400,False,True,False,3
3159,1031,color_room,plant,18,25,10,4,0.003461009837962963,28707,8294400,False,True,False,3
745,76,location,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,False,False,True,1
674,199,exist_positive,cabinet,21,39,39,1,0.02564102564102564,331776,12939264,True,True,True,5
2160,4380,location,wardrobe,25,35,31,3,0.004841304287918871,56218,11612160,False,True,False,3
2160,4435,color,wardrobe,25,35,31,3,0.004841304287918871,56218,11612160,False,True,False,3
2160,4453,color_room,towel,31,35,31,3,0.00031983713624338626,3714,11612160,True,True,True,5
717,1313,location,countertop,34,31,15,12,0.008132187126642772,83640,10285056,False,True,True,4
717,1385,color_room,door,19,31,2,9,0.007989164084279172,82169,10285056,False,True,True,4
717,1379,color_room,table,7,31,17,7,0.003139117570191159,32286,10285056,False,True,True,4
2541,2068,exist_positive,cabinet,21,39,11,2,0.05128205128205128,663552,12939264,True,True,True,5
2541,2021,location,console,14,39,1,8,0.006046711775878443,78240,12939264,False,False,False,0
2541,2019,location,toilet,0,39,1,12,0.001825683439181703,23623,12939264,False,True,False,3
36,4253,color_room,cabinet,21,45,30,12,0.021487657000171467,320809,14929920,True,True,True,5
36,4240,color_room,sink,23,45,1,11,0.0019224483453360768,28702,14929920,False,True,False,3
36,4192,location,washer,10,45,4,4,0.0041056482553155004,61297,14929920,False,True,False,3
1040,2887,color_room,plant,18,27,2,3,0.0007621161622656607,6827,8957952,False,True,False,3
1040,2847,location,towel,31,27,12,1,0.001025680869913123,9188,8957952,False,True,False,3
1040,2892,color_room,table,7,27,20,4,0.002382910736739826,21346,8957952,True,True,True,5
1311,5165,exist_positive,shelves,32,37,7,2,0.05405405405405406,663552,12275712,True,True,True,5
1311,5101,location,sofa,33,37,35,2,0.0013300246861444778,16327,12275712,False,False,False,0
390,1366,color,countertop,34,29,2,17,0.006473624082056194,62286,9621504,True,True,True,5
390,1365,exist_positive,shelves,32,29,7,2,0.06896551724137931,663552,9621504,False,False,False,0
390,1313,location,countertop,34,29,2,17,0.006473624082056194,62286,9621504,False,True,False,3
727,3382,exist_positive,appliance,9,43,11,2,0.046511627906976744,663552,14266368,True,True,True,5
727,3396,color_room,curtain,15,43,2,5,0.0008916074504737296,12720,14266368,True,True,True,5
727,3391,color_room,table,7,43,2,11,0.000563493104902383,8039,14266368,True,False,True,2
727,3384,exist_positive,plant,18,43,43,1,0.023255813953488372,331776,14266368,True,True,True,5
2733,1032,color_room,table,7,31,10,5,0.0007180320651632815,7385,10285056,False,False,True,1
2733,1013,exist_positive,shelves,32,31,13,2,0.06451612903225806,663552,10285056,False,True,True,4
2733,970,location,clothes,39,31,2,2,0.0005049073140681004,5193,10285056,False,True,True,4
2333,971,location,blinds,16,33,12,5,0.00044663211980920317,4890,10948608,True,True,True,5
2333,970,location,clothes,39,33,12,7,0.0009695296424897119,10615,10948608,False,False,False,0
2333,969,location,console,14,33,20,9,0.0017458840429760568,19115,10948608,False,True,False,3
1134,154,color_room,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,False,True,False,3
1134,76,location,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,True,True,True,5
1134,141,color_room,shelves,32,43,20,4,0.011153224142262417,159116,14266368,True,True,True,5
141,4488,exist_positive,stool,12,29,29,1,0.034482758620689655,331776,9621504,False,True,False,3
796,3159,location,plant,18,31,3,6,0.0002281951600457985,2347,10285056,True,False,True,2
796,3185,color,sofa,33,31,26,5,0.0011478790198128236,11806,10285056,True,True,True,5
796,3189,color_room,stove,4,31,8,15,0.0022254618740043808,22889,10285056,False,True,False,3
796,3186,color,bed,35,31,3,6,0.0030397500995619276,31264,10285056,True,True,True,5
487,3794,color_room,table,7,43,1,6,0.0060791926859029575,86728,14266368,False,True,False,3
487,3784,color_room,chair,8,43,30,2,0.0002381124614197531,3397,14266368,True,False,True,2
3640,3071,exist_positive,curtain,15,37,37,1,0.02702702702702703,331776,12275712,False,False,False,0
1330,681,color_room,towel,31,27,20,1,0.00021254858253315045,1904,8957952,True,True,True,5
1330,668,exist_negative,curtain,15,27,7,2,0.07407407407407407,663552,8957952,True,True,True,5
942,3472,exist_positive,sink,23,37,23,2,0.05405405405405406,663552,12275712,False,True,False,3
942,3504,color_room,fireplace,26,37,22,6,0.0040132906343843845,49266,12275712,True,True,True,5
1313,1580,color_room,picture,17,29,18,3,0.0038216478421668797,36770,9621504,False,False,True,1
3719,2896,location,console,14,37,4,3,0.003296020630005005,40461,12275712,True,False,True,2
3719,2946,color,console,14,37,4,3,0.003296020630005005,40461,12275712,False,True,False,3
3719,2940,exist_positive,toaster,11,37,37,1,0.02702702702702703,331776,12275712,False,True,False,3
3074,3885,color_room,door,19,31,21,4,1.5459322729988054e-05,159,10285056,False,True,True,4
3074,3884,color_room,table,7,31,23,2,0.0006049553838112306,6222,10285056,False,False,True,1
596,3247,exist_positive,cushion,24,39,9,2,0.05128205128205128,663552,12939264,False,True,False,3
596,3248,color,wardrobe,25,39,26,3,0.002428654365503324,31425,12939264,True,True,True,5
596,3266,color_room,table,7,39,4,5,0.0009860684502611585,12759,12939264,True,True,True,5
681,3151,exist_positive,chair,8,35,35,1,0.02857142857142857,331776,11612160,False,True,True,4
681,3152,exist_positive,curtain,15,35,35,1,0.02857142857142857,331776,11612160,False,True,True,4
2550,942,exist_positive,countertop,34,25,15,2,0.08,663552,8294400,False,True,True,4
2550,962,color_room,cabinet,21,25,1,1,0.00020556037808641976,1705,8294400,False,True,True,4
1596,4523,exist_positive,cabinet,21,31,7,2,0.06451612903225806,663552,10285056,True,False,True,2
1596,4522,exist_positive,chair,8,31,7,2,0.06451612903225806,663552,10285056,False,True,False,3
1596,4526,color_room,plant,18,31,14,1,8.381091945440064e-05,862,10285056,False,False,False,0
3027,49,exist_negative,countertop,34,29,23,2,0.06896551724137931,663552,9621504,False,True,False,3
3027,50,exist_negative,shower,36,29,23,2,0.06896551724137931,663552,9621504,False,True,False,3
1383,4500,color_room,cabinet,21,27,14,11,0.02497300722307956,223707,8957952,False,True,False,3
1383,4457,location,plant,18,27,7,5,0.00333960262345679,29916,8957952,True,True,True,5
1383,4488,exist_positive,stool,12,27,27,1,0.037037037037037035,331776,8957952,True,True,True,5
1383,4499,color_room,stool,12,27,3,2,0.00011732592449702789,1051,8957952,True,True,True,5
3013,600,exist_positive,cabinet,21,29,5,2,0.06896551724137931,663552,9621504,False,True,True,4
3013,601,exist_positive,picture,17,29,5,2,0.06896551724137931,663552,9621504,False,True,True,4
511,758,color_room,sofa,33,39,37,2,0.00312552553220956,40442,12939264,True,False,True,2
511,744,color_room,door,19,39,1,8,0.021636933909069327,279966,12939264,False,True,False,3
1009,4358,exist_positive,towel,31,37,5,2,0.05405405405405406,663552,12275712,False,True,False,3
1009,4325,location,countertop,34,37,30,6,0.0032070644863613613,39369,12275712,True,True,True,5
1009,4361,color,countertop,34,37,30,6,0.0032070644863613613,39369,12275712,False,True,False,3
176,4529,color_room,shelves,32,29,27,2,9.717815426777352e-05,935,9621504,True,True,True,5
176,4522,exist_positive,chair,8,29,21,2,0.06896551724137931,663552,9621504,True,False,True,2
1328,3733,location,wardrobe,25,35,24,2,0.009146188133818341,106207,11612160,False,False,False,0
1328,3794,color_room,table,7,35,1,6,0.007468722442680776,86728,11612160,True,True,True,5
3634,961,color_room,shelves,32,23,1,2,0.00631935009057971,48222,7630848,False,True,True,4
3605,3727,color_room,fireplace,26,45,25,4,1.3797796639231824e-05,206,14929920,True,True,True,5
3605,3708,exist_positive,door,19,45,7,2,0.044444444444444446,663552,14929920,False,False,False,0
218,1160,color_room,chair,8,31,27,4,0.0016216732315312624,16679,10285056,False,True,True,4
218,1172,color_room,picture,17,31,24,2,0.0015754897202309836,16204,10285056,False,False,True,1
218,1180,color_room,door,19,31,4,2,0.003132019893717642,32213,10285056,False,False,True,1
14,2663,location,console,14,37,2,10,0.011836625036494828,145303,12275712,False,True,True,4
14,2720,exist_positive,sofa,33,37,15,2,0.05405405405405406,663552,12275712,False,False,True,1
14,2723,color,stove,4,37,1,15,0.001938136052719386,23792,12275712,False,True,True,4
3346,3514,location,countertop,34,29,21,5,0.0030996193526500637,29823,9621504,False,True,True,4
148,3393,color_room,sink,23,33,27,6,4.292783155630378e-05,470,10948608,False,True,True,4
148,3392,color_room,stove,4,33,26,4,0.00010814160119715675,1184,10948608,False,True,True,4
2373,678,color_room,plant,18,45,34,1,5.961183984910837e-06,89,14929920,False,True,True,4
1584,2178,exist_positive,fireplace,26,37,7,2,0.05405405405405406,663552,12275712,False,True,False,3
1584,2179,exist_positive,sofa,33,37,7,2,0.05405405405405406,663552,12275712,False,True,False,3
1584,2183,color_room,shelves,32,37,36,1,0.00038221815565565566,4692,12275712,True,True,True,5
1001,4050,location,shower,36,45,6,1,2.7662572873799726e-05,413,14929920,False,True,False,3
1896,3269,color_room,plant,18,23,14,2,0.0009223090277777778,7038,7630848,False,True,True,4
1896,3201,location,sofa,33,23,2,6,0.00441012584708803,33653,7630848,False,False,True,1
1896,3247,exist_positive,cushion,24,23,15,2,0.08695652173913043,663552,7630848,False,True,True,4
817,2607,exist_positive,shower,36,27,7,2,0.07407407407407407,663552,8957952,False,True,False,3
817,2618,color_room,plant,18,27,1,7,0.0006252545224622771,5601,8957952,False,True,False,3
628,370,exist_positive,towel,31,33,25,2,0.06060606060606061,663552,10948608,True,True,True,5
628,383,color_room,cabinet,21,33,4,3,0.0012676497322764684,13879,10948608,True,True,True,5
628,328,location,countertop,34,33,2,8,0.00692809533412832,75853,10948608,True,False,True,2
1436,2290,location,stool,12,97,50,10,0.0015740653736317934,50657,32182272,True,True,True,5
1436,2336,color_room,fireplace,26,97,12,8,0.012797760207856052,411861,32182272,True,False,True,2
1436,2330,color_room,fireplace,26,97,80,10,0.006074773092465318,195500,32182272,False,True,False,3
1436,2328,exist_positive,fireplace,26,97,97,1,0.010309278350515464,331776,32182272,False,True,False,3
689,5066,location,seating,1,25,2,3,0.005259934413580247,43628,8294400,True,False,True,2
689,5100,color_room,shelves,32,25,13,5,0.008462697723765433,70193,8294400,False,True,False,3
689,5093,color,seating,1,25,2,3,0.005259934413580247,43628,8294400,False,True,False,3
656,4379,location,countertop,34,43,1,7,0.01933400288006029,275826,14266368,False,True,True,4
656,4454,color_room,wardrobe,25,43,41,2,0.0014700307744760265,20972,14266368,False,True,True,4
1049,3734,location,sofa,33,35,3,5,0.0052041997354497355,60432,11612160,False,True,True,4
1049,3793,color_room,plant,18,35,6,2,0.000556485615079365,6462,11612160,False,True,True,4
2204,4490,color,plant,18,37,31,5,0.0021207731168668667,26034,12275712,True,True,True,5
2204,4457,location,plant,18,37,31,5,0.0021207731168668667,26034,12275712,False,True,False,3
1189,1085,color_room,stove,4,29,3,9,0.0005914875678480205,5691,9621504,False,True,True,4
2426,4380,location,wardrobe,25,37,33,4,0.0112988150911328,138701,12275712,False,True,False,3
451,1259,exist_positive,fireplace,26,41,29,2,0.04878048780487805,663552,13602816,False,True,True,4
3409,3391,color_room,table,7,57,2,25,0.0007625626929012346,14421,18911232,False,True,True,4
3409,3346,location,seating,1,57,2,13,0.0021956792661630927,41523,18911232,False,True,True,4
3409,3384,exist_positive,plant,18,57,57,1,0.017543859649122806,331776,18911232,False,False,True,1
3409,3392,color_room,stove,4,57,2,22,0.004167153150043318,78806,18911232,False,True,True,4
3190,2808,exist_positive,appliance,9,45,27,2,0.044444444444444446,663552,14929920,False,False,False,0
3190,2746,location,washer,10,45,44,1,0.0004504377786351166,6725,14929920,False,True,False,3
2616,4656,exist_positive,countertop,34,43,7,2,0.046511627906976744,663552,14266368,False,True,True,4
2616,4607,location,console,14,43,39,4,0.0012049317667958655,17190,14266368,False,False,True,1
2616,4661,color_room,plant,18,43,29,4,0.0017425598442434682,24860,14266368,False,False,True,1
3384,2075,color_room,cabinet,21,71,2,20,0.006379707401430186,150281,23556096,False,True,False,3
3384,2069,exist_positive,sink,23,71,15,2,0.028169014084507043,663552,23556096,False,True,False,3
3384,2019,location,toilet,0,71,2,15,0.001555648270409494,36645,23556096,False,True,False,3
2680,128,exist_negative,clothes,39,29,7,2,0.06896551724137931,663552,9621504,False,False,True,1
1933,2470,exist_positive,sofa,33,33,5,2,0.06060606060606061,663552,10948608,False,True,True,4
1933,2471,exist_positive,picture,17,33,5,2,0.06060606060606061,663552,10948608,False,True,True,4
2696,4846,color_room,cabinet,21,27,16,11,0.01173035979652492,105080,8957952,True,True,True,5
2696,4799,location,shelves,32,27,1,6,0.004037641639517604,36169,8957952,False,True,False,3
2779,1449,color_room,countertop,34,39,6,7,0.0029336289915717,37959,12939264,False,True,True,4
2819,2178,exist_positive,fireplace,26,35,7,2,0.05714285714285714,663552,11612160,False,True,True,4
2819,2148,location,countertop,34,35,32,3,4.7708608906525575e-05,554,11612160,False,False,True,1
1624,5101,location,sofa,33,31,29,2,0.0015954215514237355,16409,10285056,True,True,True,5
3704,2019,location,toilet,0,35,2,7,0.0018279975473985892,21227,11612160,False,True,False,3
3704,2070,exist_positive,towel,31,35,7,2,0.05714285714285714,663552,11612160,False,True,False,3
3704,2074,color_room,toilet,0,35,2,7,0.0018279975473985892,21227,11612160,True,True,True,5
1638,2746,location,washer,10,39,1,2,0.0036786481827714465,47599,12939264,True,True,True,5
1638,2833,color_room,fireplace,26,39,33,5,0.007820923972182653,101197,12939264,True,True,True,5
1438,3071,exist_positive,curtain,15,31,31,1,0.03225806451612903,331776,10285056,False,False,False,0
1438,3079,color_room,cabinet,21,31,27,4,0.00233017690909996,23966,10285056,False,False,False,0
1003,3133,location,fireplace,26,33,22,11,0.011056382692667415,121052,10948608,True,False,True,2
1003,3156,color_room,cabinet,21,33,1,4,0.004032841435185185,44154,10948608,False,True,False,3
